"Org.Code","Org.Name","Service.Type","RCI","Index_Type"
"RWX","BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST","Other.Acute",158.71,"Episode_Unadjusted"
"RY8","DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST","Other.Acute",114.51,"Episode_Unadjusted"
"RQQ","HINCHINGBROOKE HEALTH CARE NHS TRUST","Other.Acute",97.48,"Episode_Unadjusted"
"RVJ","NORTH BRISTOL NHS TRUST","Other.Acute",94.01,"Episode_Unadjusted"
"RWK","EAST LONDON NHS FOUNDATION TRUST","Other.Acute",113.78,"Episode_Unadjusted"
"RJN","EAST CHESHIRE NHS TRUST","Other.Acute",132.96,"Episode_Unadjusted"
"RAL","ROYAL FREE LONDON NHS FOUNDATION TRUST","Other.Acute",110.75,"Episode_Unadjusted"
"RF4","BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST","Other.Acute",86.22,"Episode_Unadjusted"
"RWG","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Other.Acute",112.58,"Episode_Unadjusted"
"RRK","UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST","Other.Acute",96.01,"Episode_Unadjusted"
"RAS","THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST","Other.Acute",95.26,"Episode_Unadjusted"
"RPA","MEDWAY NHS FOUNDATION TRUST","Other.Acute",124.58,"Episode_Unadjusted"
"RBZ","NORTHERN DEVON HEALTHCARE NHS TRUST","Other.Acute",66.08,"Episode_Unadjusted"
"RW3","CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","Other.Acute",108.66,"Episode_Unadjusted"
"RH5","SOMERSET PARTNERSHIP NHS FOUNDATION TRUST","Other.Acute",80.8,"Episode_Unadjusted"
"RRJ","THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST","Other.Acute",157.96,"Episode_Unadjusted"
"RHW","ROYAL BERKSHIRE NHS FOUNDATION TRUST","Other.Acute",119.74,"Episode_Unadjusted"
"R1E","STAFFORDSHIRE AND STOKE ON TRENT PARTNERSHIP NHS TRUST","Other.Acute",134.74,"Episode_Unadjusted"
"RJ7","ST GEORGE'S HEALTHCARE NHS TRUST","Other.Acute",136.87,"Episode_Unadjusted"
"RNL","NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST","Other.Acute",73.89,"Episode_Unadjusted"
"R1H","BARTS HEALTH NHS TRUST","Other.Acute",102.59,"Episode_Unadjusted"
"RW5","LANCASHIRE CARE NHS FOUNDATION TRUST","Other.Acute",38.86,"Episode_Unadjusted"
"RJ2","LEWISHAM AND GREENWICH NHS TRUST","Other.Acute",109.56,"Episode_Unadjusted"
"RJ6","CROYDON HEALTH SERVICES NHS TRUST","Other.Acute",124.76,"Episode_Unadjusted"
"R1K","THE LONDON NORTH WEST HEALTHCARE NHS TRUST ","Other.Acute",129.59,"Episode_Unadjusted"
"RYJ","IMPERIAL COLLEGE HEALTHCARE NHS TRUST","Other.Acute",112.47,"Episode_Unadjusted"
"RKE","THE WHITTINGTON HOSPITAL NHS TRUST","Other.Acute",151.47,"Episode_Unadjusted"
"RP4","GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST","Other.Acute",169.54,"Episode_Unadjusted"
"RJZ","KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST","Other.Acute",94.38,"Episode_Unadjusted"
"RPY","THE ROYAL MARSDEN NHS FOUNDATION TRUST","Other.Acute",103.91,"Episode_Unadjusted"
"RJ1","GUY'S AND ST THOMAS' NHS FOUNDATION TRUST","Other.Acute",115.8,"Episode_Unadjusted"
"RT3","ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST","Other.Acute",100.77,"Episode_Unadjusted"
"RRV","UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST","Other.Acute",157.71,"Episode_Unadjusted"
"RT2","PENNINE CARE NHS FOUNDATION TRUST","CHS",94.84,"Episode_Unadjusted"
"RGR","WEST SUFFOLK NHS FOUNDATION TRUST","CHS",52.34,"Episode_Unadjusted"
"RY7","WIRRAL COMMUNITY NHS TRUST","CHS",85.65,"Episode_Unadjusted"
"REF","ROYAL CORNWALL HOSPITALS NHS TRUST","CHS",95.64,"Episode_Unadjusted"
"RXW","SHREWSBURY AND TELFORD HOSPITAL NHS TRUST","CHS",106.78,"Episode_Unadjusted"
"RM1","NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","CHS",84.59,"Episode_Unadjusted"
"RD1","ROYAL UNITED HOSPITAL BATH NHS TRUST","CHS",106.71,"Episode_Unadjusted"
"RTE","GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST","CHS",62.85,"Episode_Unadjusted"
"RY3","NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST","CHS",79.85,"Episode_Unadjusted"
"RNA","THE DUDLEY GROUP NHS FOUNDATION TRUST","CHS",90.21,"Episode_Unadjusted"
"RRE","SOUTH STAFFORDSHIRE AND SHROPSHIRE HEALTHCARE NHS FOUNDATION TRUST","CHS",59.04,"Episode_Unadjusted"
"RDZ","THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST","CHS",89.53,"Episode_Unadjusted"
"RTG","DERBY HOSPITALS NHS FOUNDATION TRUST","CHS",69.87,"Episode_Unadjusted"
"RTD","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","CHS",76.51,"Episode_Unadjusted"
"RTF","NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST","CHS",73.24,"Episode_Unadjusted"
"RMC","BOLTON NHS FOUNDATION TRUST","CHS",104.69,"Episode_Unadjusted"
"RXM","DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST","CHS",87.6,"Episode_Unadjusted"
"RXA","CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST","CHS",78.64,"Episode_Unadjusted"
"RBL","WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST","CHS",89.71,"Episode_Unadjusted"
"RGQ","IPSWICH HOSPITAL NHS TRUST","CHS",96.03,"Episode_Unadjusted"
"RNZ","SALISBURY NHS FOUNDATION TRUST","CHS",127.18,"Episode_Unadjusted"
"RBD","DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST","CHS",83.28,"Episode_Unadjusted"
"RY6","LEEDS COMMUNITY HEALTHCARE NHS TRUST","CHS",84.67,"Episode_Unadjusted"
"RYR","WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST","CHS",77.23,"Episode_Unadjusted"
"RWE","UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST","CHS",70.87,"Episode_Unadjusted"
"RTR","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","CHS",84.45,"Episode_Unadjusted"
"RT5","LEICESTERSHIRE PARTNERSHIP NHS TRUST","CHS",94.11,"Episode_Unadjusted"
"RBT","MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST","CHS",66.21,"Episode_Unadjusted"
"RJF","BURTON HOSPITALS NHS FOUNDATION TRUST","CHS",88.73,"Episode_Unadjusted"
"RYV","CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST","CHS",88.58,"Episode_Unadjusted"
"RH8","ROYAL DEVON AND EXETER NHS FOUNDATION TRUST","CHS",118.6,"Episode_Unadjusted"
"RL4","THE ROYAL WOLVERHAMPTON NHS TRUST","CHS",87.34,"Episode_Unadjusted"
"RNS","NORTHAMPTON GENERAL HOSPITAL NHS TRUST","CHS",85.25,"Episode_Unadjusted"
"RWA","HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST","CHS",93.6,"Episode_Unadjusted"
"RCF","AIREDALE NHS FOUNDATION TRUST","CHS",99.26,"Episode_Unadjusted"
"RD3","POOLE HOSPITAL NHS FOUNDATION TRUST","CHS",88.51,"Episode_Unadjusted"
"RP5","DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST","CHS",78.15,"Episode_Unadjusted"
"RTP","SURREY AND SUSSEX HEALTHCARE NHS TRUST","CHS",65.06,"Episode_Unadjusted"
"REP","LIVERPOOL WOMEN'S NHS FOUNDATION TRUST","CHS",134.72,"Episode_Unadjusted"
"RC9","LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","CHS",92.39,"Episode_Unadjusted"
"RCD","HARROGATE AND DISTRICT NHS FOUNDATION TRUST","CHS",96.57,"Episode_Unadjusted"
"RCB","YORK TEACHING HOSPITAL NHS FOUNDATION TRUST","CHS",87.4,"Episode_Unadjusted"
"RAJ","SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","CHS",82.33,"Episode_Unadjusted"
"RY4","HERTFORDSHIRE COMMUNITY NHS TRUST","CHS",97.6,"Episode_Unadjusted"
"RGP","JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","CHS",75.88,"Episode_Unadjusted"
"RBN","ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST","CHS",84.59,"Episode_Unadjusted"
"RXG","SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST","CHS",97.31,"Episode_Unadjusted"
"RXN","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","CHS",101.09,"Episode_Unadjusted"
"RBK","WALSALL HEALTHCARE NHS TRUST","CHS",88.23,"Episode_Unadjusted"
"RLN","CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST","CHS",128.07,"Episode_Unadjusted"
"RWN","SOUTH ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","CHS",94.09,"Episode_Unadjusted"
"R1J","GLOUCESTERSHIRE CARE SERVICES NHS TRUST","CHS",92.29,"Episode_Unadjusted"
"RVW","NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST","CHS",94.46,"Episode_Unadjusted"
"RBA","TAUNTON AND SOMERSET NHS FOUNDATION TRUST","CHS",88.09,"Episode_Unadjusted"
"RFS","CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST","CHS",97.88,"Episode_Unadjusted"
"RXR","EAST LANCASHIRE HOSPITALS NHS TRUST","CHS",109.48,"Episode_Unadjusted"
"RA9","TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST ","CHS",117.38,"Episode_Unadjusted"
"RP7","LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST","CHS",117.76,"Episode_Unadjusted"
"RPG","OXLEAS NHS FOUNDATION TRUST","CHS",79.7,"Episode_Unadjusted"
"RHQ","SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST","CHS",91.49,"Episode_Unadjusted"
"RXK","SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST","CHS",89.15,"Episode_Unadjusted"
"RN3","GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST","CHS",97.11,"Episode_Unadjusted"
"RHM","UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST","CHS",103.91,"Episode_Unadjusted"
"RXL","BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST","CHS",90.93,"Episode_Unadjusted"
"RJC","SOUTH WARWICKSHIRE NHS FOUNDATION TRUST","CHS",109.04,"Episode_Unadjusted"
"RA7","UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST","CHS",68.86,"Episode_Unadjusted"
"RYY","KENT COMMUNITY HEALTH NHS TRUST","CHS",94.25,"Episode_Unadjusted"
"RWW","WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST","CHS",88.65,"Episode_Unadjusted"
"RCX","THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST","CHS",103.93,"Episode_Unadjusted"
"RX1","NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST","CHS",155.75,"Episode_Unadjusted"
"RXE","ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST","CHS",95.3,"Episode_Unadjusted"
"RDR","SUSSEX COMMUNITY NHS TRUST","CHS",103,"Episode_Unadjusted"
"REM","AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","CHS",96.71,"Episode_Unadjusted"
"RK9","PLYMOUTH HOSPITALS NHS TRUST","CHS",105.18,"Episode_Unadjusted"
"RW1","SOUTHERN HEALTH NHS FOUNDATION TRUST","CHS",93.91,"Episode_Unadjusted"
"RV9","HUMBER NHS FOUNDATION TRUST","CHS",73.42,"Episode_Unadjusted"
"RWY","CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST","CHS",80.66,"Episode_Unadjusted"
"RR7","GATESHEAD HEALTH NHS FOUNDATION TRUST","CHS",103.52,"Episode_Unadjusted"
"RWJ","STOCKPORT NHS FOUNDATION TRUST","CHS",100.6,"Episode_Unadjusted"
"RVV","EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST","CHS",122.52,"Episode_Unadjusted"
"RFF","BARNSLEY HOSPITAL NHS FOUNDATION TRUST","CHS",94.01,"Episode_Unadjusted"
"RJR","COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST","CHS",76.45,"Episode_Unadjusted"
"RM2","UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST","CHS",98.08,"Episode_Unadjusted"
"RXF","MID YORKSHIRE HOSPITALS NHS TRUST","CHS",86.81,"Episode_Unadjusted"
"RNU","OXFORD HEALTH NHS FOUNDATION TRUST","CHS",105.21,"Episode_Unadjusted"
"RRF","WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST","CHS",70.46,"Episode_Unadjusted"
"RR8","LEEDS TEACHING HOSPITALS NHS TRUST","CHS",123.74,"Episode_Unadjusted"
"RNQ","KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST","CHS",60.07,"Episode_Unadjusted"
"RY5","LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST","CHS",93.48,"Episode_Unadjusted"
"RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST","CHS",114.91,"Episode_Unadjusted"
"RHU","PORTSMOUTH HOSPITALS NHS TRUST","CHS",83.64,"Episode_Unadjusted"
"RYG","COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST","CHS",116.66,"Episode_Unadjusted"
"RAX","KINGSTON HOSPITAL NHS FOUNDATION TRUST","CHS",91.13,"Episode_Unadjusted"
"RM3","SALFORD ROYAL NHS FOUNDATION TRUST","CHS",91.49,"Episode_Unadjusted"
"RJL","NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST","CHS",70.71,"Episode_Unadjusted"
"RTK","ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST","CHS",88.89,"Episode_Unadjusted"
"RC1","BEDFORD HOSPITAL NHS TRUST","CHS",97.82,"Episode_Unadjusted"
"RQX","HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","CHS",121.57,"Episode_Unadjusted"
"TAD","BRADFORD DISTRICT CARE TRUST","CHS",87.59,"Episode_Unadjusted"
"RKB","UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST","CHS",65.49,"Episode_Unadjusted"
"RA3","WESTON AREA HEALTH NHS TRUST","CHS",112.97,"Episode_Unadjusted"
"RQ6","ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST","CHS",135.3,"Episode_Unadjusted"
"R1A","WORCESTERSHIRE HEALTH AND CARE NHS TRUST","CHS",98.88,"Episode_Unadjusted"
"RP1","NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST","CHS",90.94,"Episode_Unadjusted"
"RA2","ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST","CHS",39.11,"Episode_Unadjusted"
"RR1","HEART OF ENGLAND NHS FOUNDATION TRUST","CHS",106.83,"Episode_Unadjusted"
"RAE","BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST","CHS",172.7,"Episode_Unadjusted"
"RHA","NOTTINGHAMSHIRE HEALTHCARE NHS TRUST","CHS",102.12,"Episode_Unadjusted"
"RDE","COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST","CHS",121.19,"Episode_Unadjusted"
"TAJ","BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST","CHS",125.77,"Episode_Unadjusted"
"RYW","BIRMINGHAM COMMUNITY HEALTHCARE NHS TRUST","CHS",101.92,"Episode_Unadjusted"
"RFR","THE ROTHERHAM NHS FOUNDATION TRUST","CHS",83.7,"Episode_Unadjusted"
"RNN","CUMBRIA PARTNERSHIP NHS FOUNDATION TRUST","CHS",97.56,"Episode_Unadjusted"
"RRD","NORTH ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","CHS",212.41,"Episode_Unadjusted"
"RN5","HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST","CHS",91.43,"Episode_Unadjusted"
"RTH","OXFORD UNIVERSITY HOSPITALS NHS TRUST","CHS",86.86,"Episode_Unadjusted"
"RJE","UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST","CHS",94.27,"Episode_Unadjusted"
"RVY","SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST","CHS",113.89,"Episode_Unadjusted"
"RWD","UNITED LINCOLNSHIRE HOSPITALS NHS TRUST","CHS",70.53,"Episode_Unadjusted"
"RYX","CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST","CHS",101.61,"Episode_Unadjusted"
"RAP","NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST","CHS",167.31,"Episode_Unadjusted"
"RN7","DARTFORD AND GRAVESHAM NHS TRUST","CHS",156.6,"Episode_Unadjusted"
"RBS","ALDER HEY CHILDREN'S NHS FOUNDATION TRUST","CHS",78.34,"Episode_Unadjusted"
"RMP","TAMESIDE HOSPITAL NHS FOUNDATION TRUST","CHS",110.39,"Episode_Unadjusted"
"RXC","EAST SUSSEX HEALTHCARE NHS TRUST","CHS",72.69,"Episode_Unadjusted"
"R1D","SHROPSHIRE COMMUNITY HEALTH NHS TRUST","CHS",101.66,"Episode_Unadjusted"
"RTV","5 BOROUGHS PARTNERSHIP NHS FOUNDATION TRUST","CHS",114.22,"Episode_Unadjusted"
"RE9","SOUTH TYNESIDE NHS FOUNDATION TRUST","CHS",96.53,"Episode_Unadjusted"
"RY1","LIVERPOOL COMMUNITY HEALTH NHS TRUST","CHS",104.29,"Episode_Unadjusted"
"RCU","SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST","CHS",102.76,"Episode_Unadjusted"
"R1F","ISLE OF WIGHT NHS TRUST","CHS",70.19,"Episode_Unadjusted"
"RXH","BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST","CHS",70.96,"Episode_Unadjusted"
"RGN","PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST","CHS",112.34,"Episode_Unadjusted"
"RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","CHS",98.2,"Episode_Unadjusted"
"RXQ","BUCKINGHAMSHIRE HEALTHCARE NHS TRUST","CHS",84.81,"Episode_Unadjusted"
"RW6","PENNINE ACUTE HOSPITALS NHS TRUST","CHS",120.44,"Episode_Unadjusted"
"RLT","GEORGE ELIOT HOSPITAL NHS TRUST","CHS",124.62,"Episode_Unadjusted"
"RLQ","WYE VALLEY NHS TRUST","CHS",102.31,"Episode_Unadjusted"
"RWP","WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST","CHS",88.7,"Episode_Unadjusted"
"RLU","BIRMINGHAM WOMEN'S NHS FOUNDATION TRUST","CHS",80.88,"Episode_Unadjusted"
"RT1","CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST","CHS",111.66,"Episode_Unadjusted"
"RWF","MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST","CHS",46.51,"Episode_Unadjusted"
"RTX","UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST","CHS",87.98,"Episode_Unadjusted"
"RK5","SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST","CHS",81.02,"Episode_Unadjusted"
"RDD","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","CHS",181.29,"Episode_Unadjusted"
"RGT","CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","CHS",152.51,"Episode_Unadjusted"
"RY2","BRIDGEWATER COMMUNITY HEALTHCARE NHS TRUST","CHS",102.83,"Episode_Unadjusted"
"RJ8","CORNWALL PARTNERSHIP NHS FOUNDATION TRUST","CHS",111.29,"Episode_Unadjusted"
"RA4","YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST","CHS",105.05,"Episode_Unadjusted"
"RRP","BARNET, ENFIELD AND HARINGEY MENTAL HEALTH NHS TRUST","CHS",139.2,"Episode_Unadjusted"
"RD8","MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST","CHS",109.37,"Episode_Unadjusted"
"RQW","THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST","CHS",114.03,"Episode_Unadjusted"
"RQM","CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST","CHS",101.25,"Episode_Unadjusted"
"RWH","EAST AND NORTH HERTFORDSHIRE NHS TRUST","CHS",131.79,"Episode_Unadjusted"
"RY9","HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST","CHS",119.58,"Episode_Unadjusted"
"RQ8","MID ESSEX HOSPITAL SERVICES NHS TRUST","CHS",310.97,"Episode_Unadjusted"
"R1C","SOLENT NHS TRUST","CHS",151.2,"Episode_Unadjusted"
"RVR","EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST","CHS",162.36,"Episode_Unadjusted"
"RDU","FRIMLEY PARK HOSPITAL NHS FOUNDATION TRUST","CHS",97.89,"Episode_Unadjusted"
"RWX","BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST","CHS",109.22,"Episode_Unadjusted"
"RY8","DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST","CHS",107.89,"Episode_Unadjusted"
"RQQ","HINCHINGBROOKE HEALTH CARE NHS TRUST","CHS",107.38,"Episode_Unadjusted"
"RVJ","NORTH BRISTOL NHS TRUST","CHS",157.15,"Episode_Unadjusted"
"RWK","EAST LONDON NHS FOUNDATION TRUST","CHS",143.92,"Episode_Unadjusted"
"RJN","EAST CHESHIRE NHS TRUST","CHS",104.67,"Episode_Unadjusted"
"RAL","ROYAL FREE LONDON NHS FOUNDATION TRUST","CHS",159.27,"Episode_Unadjusted"
"RF4","BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST","CHS",96.27,"Episode_Unadjusted"
"RWG","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","CHS",95.87,"Episode_Unadjusted"
"RRK","UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST","CHS",122.54,"Episode_Unadjusted"
"RAS","THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST","CHS",98.07,"Episode_Unadjusted"
"RPA","MEDWAY NHS FOUNDATION TRUST","CHS",96.48,"Episode_Unadjusted"
"RBZ","NORTHERN DEVON HEALTHCARE NHS TRUST","CHS",144.79,"Episode_Unadjusted"
"RW3","CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","CHS",108.45,"Episode_Unadjusted"
"RH5","SOMERSET PARTNERSHIP NHS FOUNDATION TRUST","CHS",110.41,"Episode_Unadjusted"
"RRJ","THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST","CHS",85.56,"Episode_Unadjusted"
"RHW","ROYAL BERKSHIRE NHS FOUNDATION TRUST","CHS",179.94,"Episode_Unadjusted"
"R1E","STAFFORDSHIRE AND STOKE ON TRENT PARTNERSHIP NHS TRUST","CHS",113.91,"Episode_Unadjusted"
"RJ7","ST GEORGE'S HEALTHCARE NHS TRUST","CHS",98.65,"Episode_Unadjusted"
"RNL","NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST","CHS",98.31,"Episode_Unadjusted"
"R1H","BARTS HEALTH NHS TRUST","CHS",102.23,"Episode_Unadjusted"
"RW5","LANCASHIRE CARE NHS FOUNDATION TRUST","CHS",88.24,"Episode_Unadjusted"
"RV3","CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST","CHS",132.28,"Episode_Unadjusted"
"RAT","NORTH EAST LONDON NHS FOUNDATION TRUST","CHS",122.88,"Episode_Unadjusted"
"RJ2","LEWISHAM AND GREENWICH NHS TRUST","CHS",117.24,"Episode_Unadjusted"
"RJ6","CROYDON HEALTH SERVICES NHS TRUST","CHS",119.24,"Episode_Unadjusted"
"R1K","THE LONDON NORTH WEST HEALTHCARE NHS TRUST ","CHS",134.61,"Episode_Unadjusted"
"RYJ","IMPERIAL COLLEGE HEALTHCARE NHS TRUST","CHS",147.77,"Episode_Unadjusted"
"RKE","THE WHITTINGTON HOSPITAL NHS TRUST","CHS",124.98,"Episode_Unadjusted"
"RJZ","KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST","CHS",151.27,"Episode_Unadjusted"
"RPY","THE ROYAL MARSDEN NHS FOUNDATION TRUST","CHS",117.27,"Episode_Unadjusted"
"RJ1","GUY'S AND ST THOMAS' NHS FOUNDATION TRUST","CHS",134.92,"Episode_Unadjusted"
"RRV","UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST","CHS",190.63,"Episode_Unadjusted"
"RT2","PENNINE CARE NHS FOUNDATION TRUST","Mental",66.54,"Episode_Unadjusted"
"RW4","MERSEY CARE NHS TRUST","Mental",82.39,"Episode_Unadjusted"
"RYK","DUDLEY AND WALSALL MENTAL HEALTH PARTNERSHIP NHS TRUST","Mental",87.08,"Episode_Unadjusted"
"RRE","SOUTH STAFFORDSHIRE AND SHROPSHIRE HEALTHCARE NHS FOUNDATION TRUST","Mental",87.62,"Episode_Unadjusted"
"RTD","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","Mental",100,"Episode_Unadjusted"
"RTF","NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST","Mental",152.51,"Episode_Unadjusted"
"RMC","BOLTON NHS FOUNDATION TRUST","Mental",90,"Episode_Unadjusted"
"RXM","DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST","Mental",89.11,"Episode_Unadjusted"
"RXA","CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST","Mental",91.97,"Episode_Unadjusted"
"RXX","SURREY AND BORDERS PARTNERSHIP NHS FOUNDATION TRUST","Mental",89.78,"Episode_Unadjusted"
"RY6","LEEDS COMMUNITY HEALTHCARE NHS TRUST","Mental",106.98,"Episode_Unadjusted"
"RT5","LEICESTERSHIRE PARTNERSHIP NHS TRUST","Mental",85.57,"Episode_Unadjusted"
"RX3","TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST","Mental",90.58,"Episode_Unadjusted"
"RXT","BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST","Mental",90.86,"Episode_Unadjusted"
"RCD","HARROGATE AND DISTRICT NHS FOUNDATION TRUST","Mental",401.69,"Episode_Unadjusted"
"RY4","HERTFORDSHIRE COMMUNITY NHS TRUST","Mental",68.89,"Episode_Unadjusted"
"RXG","SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST","Mental",89.8,"Episode_Unadjusted"
